queue_order,source_id,source_status,source_name,source_url,source_address,source_prefecture,source_capacity,source_updated_at,discovered_at,official_url,official_name,official_status,official_capacity,official_area_m2,official_price_url,official_access_url,official_conditions_url,official_observed_at,verification_status,canonical_candidate_id,notes
158,LASENS-273,listed,Brick-one,https://lasens.com/database/theater-273.html,東京都文京区千駄木5-15-7,東京都,60,2020-09-30,2026-07-31,http://www.brick-one.com/brick-one/,Brick-one（ブリックワン）,unknown,,,,,,2026-07-31,primary_partial,,"東京都公式の文化施設一覧で名称、住所、連絡先、公式URL、収容100人未満の区分を確認。施設公式サイトの本文を現環境で確認できず、現行状態・正確な客席数・面積・料金・アクセス・利用条件は未確認のため空欄。検索結果やLaSens値は転記していない"
159,LASENS-2545,listed,磯子区民文化センター杉田劇場,https://lasens.com/database/theater-2545.html,神奈川県横浜市磯子区杉田1-1-1 らびすた新杉田4F,神奈川県,310,2020-07-08,2026-07-31,https://www.sugigeki.jp/,横浜市磯子区民文化センター 杉田劇場,current,310,,https://www.sugigeki.jp/app/download/7204773913/%E6%96%BD%E8%A8%AD%E7%B7%8F%E5%90%88%E6%96%99%E9%87%91%E8%A1%A8.pdf?t=1780050511,https://www.sugigeki.jp/%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B9-%E4%BC%91%E9%A4%A8%E6%97%A5/,https://www.sugigeki.jp/%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85/%E3%83%9B%E3%83%BC%E3%83%AB/,2026-07-31,verified_primary,,"指定管理者公式で2026年催事、310席、施設総合料金表、JR新杉田駅・シーサイドライン新杉田駅・京急杉田駅からのアクセス、1か月前の事前打合せと利用条件を確認。ホール面積は公開確認できず空欄"
160,LASENS-668,listed,名古屋市守山文化小劇場,https://lasens.com/database/theater-668.html,愛知県名古屋市守山区小幡南一丁目24番10号 アクロス小幡3F,愛知県,400,2020-06-24,2026-07-31,https://www.bunka758.or.jp/facility/moriyama/,守山文化小劇場,current,403,,https://www.bunka758.or.jp/facility/moriyama/fee/,https://www.bunka758.or.jp/facility/moriyama/access/,https://www.bunka758.or.jp/facility/moriyama/opening_hours/,2026-07-31,verified_primary,,"指定管理者公式で2026年催事、400席と車椅子席3席、料金、名鉄小幡駅直結、申込時期・支払方法・連続利用条件を確認。公式合計403として記録し、ホール面積は確認できず空欄"
161,LASENS-333,listed,東山青少年活動センター(創造活動室),https://lasens.com/database/theater-333.html,京都府京都市東山区清水5丁目130番地の6 東山区総合庁舎内2F,京都府,,2020-06-24,2026-07-31,https://ys-kyoto.org/higashiyama/room/,京都市東山青少年活動センター 創造活動室,current,,,https://ys-kyoto.org/higashiyama/room/,https://ys-kyoto.org/higashiyama/access/,https://ys-kyoto.org/higashiyama/guide/,2026-07-31,verified_primary,,"指定管理者公式で現行施設、小劇場タイプ、9.7m×15m、椅子100脚、1時間当たりの区分別料金、予約時期・利用制限、清水五条駅徒歩15分・清水道停留所すぐを確認。寸法から面積を推計せず、椅子脚数を収容定員と解釈していない"
162,LASENS-517,listed,T･B HALL,https://lasens.com/database/theater-517.html,大阪府大阪市中央区東心斎橋2-1-1 タカラベルモント(株)本社ビル地下1階,大阪府,230,2020-06-24,2026-07-31,https://www.takarabelmont.co.jp/main/tbh/index.html,Ｔ・Ｂホール,current,230,210,https://www.takarabelmont.co.jp/main/tbh/tb-ne.html,https://www.takarabelmont.co.jp/main/tbh/tbaccess.html,https://www.takarabelmont.co.jp/main/tbh/tbgoriyo.html,2026-07-31,verified_primary,,"運営会社公式で最大230名、ホール210平方メートル、時間帯別基本料金・管理費、6か月前受付・全額入金による確定、長堀橋駅徒歩3分・日本橋駅徒歩5分・心斎橋駅徒歩7分を確認"
163,LASENS-448,listed,ぽんプラザホール,https://lasens.com/database/theater-448.html,福岡県福岡市博多区祗園町8番3号 ぽんプラザ,福岡県,108,2020-06-23,2026-07-31,https://pomplazahall.jp/,福岡市祇園音楽・演劇練習場 ぽんプラザホール,current,108,130,https://pomplazahall.jp/files/3.pomplazahall.pdf,https://www.pomplazahall.jp/access.html,https://pomplazahall.jp/yoyaku.html,2026-07-31,verified_primary,,"指定管理者公式で2026年の利用案内・公演予定、最大108席、ホール130平方メートル、時間区分別料金、利用内容の制限・設備操作条件、櫛田神社前駅徒歩1分等のアクセスを確認"
164,LASENS-2891,marked_closed,マルチスペース・エフ ホール,https://lasens.com/database/theater-2891.html,北海道札幌市中央区南九条西3丁目1-6 彩木ビル4F,北海道,50,2025-06-05,2026-07-31,https://www.city.sapporo.jp/shimin/bunka/entaku/documents/20240312_2022report.pdf,マルチスペース エフ,unknown,,,,,,2026-07-31,primary_partial,,"札幌市公式の文化芸術活動調査資料で2022年度から2023年初頭の稽古利用を確認。旧公式候補URLは404で、2024年1月閉館とするLaSens表示を裏付ける施設・運営者の一次情報を確認できないため、現行・閉館とも確定せず客席等も転記していない"
165,LASENS-274,listed,Broader House（ブローダーハウス）,https://lasens.com/database/theater-274.html,東京都世田谷区松原5-27-10,東京都,60,2021-02-23,2026-07-31,https://mitte-x-img.istsw.jp/kanko-setagaya/file/pamphlet/setagaya_music_paper_vol.15.pdf,ブローダーハウス,unknown,52,,,,,2026-07-31,primary_partial,,"世田谷区公式観光資料で施設名、松原5-27-10・2階、定員52名を確認。一方、旧公式候補ドメインは2025年以降の英語圏劇場一般記事サイトへ転用され、施設・運営者による現行または閉館の一次情報を確認できないため状態は不明とした"
166,LASENS-594,listed,横浜にぎわい座(芸能ホール),https://lasens.com/database/theater-594.html,神奈川県横浜市中区野毛町3丁目110番1号,神奈川県,410,2020-06-24,2026-07-31,https://nigiwaiza.yafjp.org/,横浜にぎわい座 芸能ホール,current,391,,https://nigiwaiza.yafjp.org/wp-content/uploads/2025/09/use_price.pdf,https://nigiwaiza.yafjp.org/about/,https://nigiwaiza.yafjp.org/wp-content/uploads/2026/06/15e398a564742cf9d813d63aee0952b5.pdf,2026-07-31,verified_primary,,"指定管理者公式で2026年の公演・貸館資料、客席391席（1階280席・2階111席）、料金、桜木町駅徒歩3分、利用手引きを確認。横浜市の2026年指定管理者選定ページには410席との記載もあるため不一致を保持し、現行公式座席表の391席を比較値に採用"
167,LASENS-2584,listed,名古屋市瑞穂文化小劇場,https://lasens.com/database/theater-2584.html,愛知県名古屋市瑞穂区豊岡通3丁目29,愛知県,349,2020-07-30,2026-07-31,https://www.bunka758.or.jp/facility/mizuho/,瑞穂文化小劇場,current,351,,https://www.bunka758.or.jp/facility/mizuho/fee/,https://www.bunka758.or.jp/facility/mizuho/access/,https://www.bunka758.or.jp/facility/mizuho/opening_hours/,2026-07-31,verified_primary,,"指定管理者公式で2026年催事、349席と車椅子席2席（別配置は315席と車椅子席9席）、料金、地下鉄3駅から徒歩8分、申込時期・支払・連続利用条件を確認。公式比較値は通常配置の合計351席とし、ホール面積は公式がダッシュ表記のため空欄"
168,LASENS-3836,listed,TEMPO HARBOR THEATER,https://lasens.com/database/theater-3836.html,大阪府大阪市港区海岸通 1丁目5番10号,大阪府,446,2024-03-14,2026-07-31,https://www.tempo-harbor-theater.com/,TEMPO HARBOR THEATER,current,442,518,https://www.tempo-harbor-theater.com/%E6%96%99%E9%87%91%E8%A1%A8,https://www.tempo-harbor-theater.com/,https://www.tempo-harbor-theater.com/_files/ugd/440115_441863579f1843a0af5375e6e1f9aaad.pdf,2026-07-31,verified_primary,,"運営者公式で現行公演、客席436席と車椅子6席の合計442席、客席面積518平方メートル、舞台面積120平方メートル、料金表、施設利用規約、大阪港駅徒歩5分を確認。単一面積欄には客席面積を記録し、舞台面積と合算していない"
169,LASENS-422,listed,レソラNTT夢天神ホール,https://lasens.com/database/theater-422.html,福岡県福岡市中央区天神2-5-35 岩田屋本店本館7F,福岡県,252,2020-06-24,2026-07-31,https://resolatenjin.jp/hall/hall_outline/,レソラホール（レソラNTT夢天神ホール）,renamed,304,285,https://resolatenjin.jp/hall/hall_price/,https://resolatenjin.jp/access/,https://resolatenjin.jp/wp-content/themes/resolatenjin/images/hall/hall_policy.pdf,2026-07-31,verified_primary,,"施設公式で現行のレソラホールと括弧内の旧称、旧索引とは異なる天神2-5-55・5階の所在地、基本252席・最大304席、ホール285平方メートル、料金、アクセス、利用規則を確認。単一比較値は条件付き最大304席とし、基本252席との違いを保持した"
170,LASENS-391,marked_closed,メディアMIXホール,https://lasens.com/database/theater-391.html,北海道札幌市白石区菊水1条3丁目1-5 メディアミックス札幌,北海道,198,2020-06-24,2026-07-31,https://group.ntt/jp/newsrelease/pdf/news07/0706/070606a.pdf,メディアMIXホール,unknown,,,,,,2026-07-31,primary_partial,,"NTTグループ公式の2007年開催資料で施設名と所在地、現入居企業の札幌総合情報センター公式で2026年時点の同建物所在地を確認。一方、旧ホール公式候補URLは取得できず、現行企業サイトにホール事業・閉館告知を確認できないため、閉館表示・198席・330平方メートルは転記せず状態を不明とした"
171,LASENS-3442,listed,BUoY,https://lasens.com/database/theater-3442.html,東京都足立区千住仲町49-11,東京都,,2022-01-05,2026-07-31,https://buoy.or.jp/about/,BUoY,current,,300,,https://buoy.or.jp/about/,https://buoy.or.jp/about/,2026-07-31,verified_primary,,"施設公式で2026年公演、所在地、北千住駅からのアクセス、地下の演劇・ダンス用約300平方メートル、スペース利用相談の導線を確認。詳細内訳は浴槽約25平方メートルと浴槽以外288平方メートルで、単一欄には公式概要の約300平方メートルを記録。客席数と公開料金は確認できず空欄"
172,LASENS-595,listed,横浜にぎわい座(野毛シャーレ),https://lasens.com/database/theater-595.html,神奈川県横浜市中区野毛町3丁目110番1号,神奈川県,141,2020-06-24,2026-07-31,https://nigiwaiza.yafjp.org/greeting2019nunome/,横浜にぎわい座 のげシャーレ（小ホール）,current,141,,https://nigiwaiza.yafjp.org/wp-content/uploads/2025/09/use_price.pdf,https://nigiwaiza.yafjp.org/about/,https://nigiwaiza.yafjp.org/wp-content/uploads/2026/06/15e398a564742cf9d813d63aee0952b5.pdf,2026-07-31,verified_primary,,"指定管理者公式で現行の小ホール141席、時間帯・入場料区分別料金、桜木町駅徒歩3分・日ノ出町駅徒歩7分、利用手引きと機材・平面資料を確認。ホール面積は公開確認できず空欄"
173,LASENS-656,listed,名古屋市西文化小劇場,https://lasens.com/database/theater-656.html,愛知県名古屋市西区花の木二丁目18番23号,愛知県,346,2020-06-24,2026-07-31,https://www.bunka758.or.jp/facility/nishi/,西文化小劇場,current,346,,https://www.bunka758.or.jp/facility/nishi/fee/,https://www.bunka758.or.jp/facility/nishi/access/,https://www.bunka758.or.jp/facility/nishi/opening_hours/,2026-07-31,verified_primary,,"指定管理者公式で2026年催事、車椅子席4席を含む346席、料金、浄心駅徒歩3分等のアクセス、申込時期・支払・連続利用条件を確認。公式がホール面積をダッシュ表記としているため空欄"
174,LASENS-556,marked_closed,THE HALL,https://lasens.com/database/theater-556.html,大阪府吹田市千里山東1-6-16 THPLAZA2F,大阪府,100,2020-06-24,2026-07-31,https://thrhall.jp/,TH-R HALL,renamed,350,117,https://thrhall.jp/system/,https://thrhall.jp/,https://thrhall.jp/system/,2026-07-31,verified_primary,,"現運営会社公式が同住所の旧TH HALLを2020年閉店後に2021年TH-R HALLとして復活した経緯を明記し、施設公式で2026年催事、最大スタンディング350人、客席床117平方メートル、料金・キャンセル規定、関大前駅徒歩3分を確認。LaSensのTHE HALLと公式旧称TH HALLには綴り差があり、現公式の椅子席数も冒頭160席と下部80席で不一致のため、単一比較値は最大350人のみ採用"
175,LASENS-355,listed,甘棠館show劇場,https://lasens.com/database/theater-355.html,福岡県福岡市中央区唐人町1丁目10-1 カランドパーク2F,福岡県,60,2020-06-24,2026-07-31,https://plaza-kantoukan.jp/,甘棠館Show劇場,current,84,,,https://www.showman.jp/company.html,,2026-07-31,verified_primary,,"施設公式で現行施設、定員84名、2025年の主催公演案内と料金改定告知、拠点劇団公式で2026年時点の活動拠点・所在地を確認。現行の料金表、面積、詳しいアクセス、利用条件は公開確認できず空欄とし、LaSensの60席は転記していない"
176,LASENS-457,listed,ラグリグラ劇場,https://lasens.com/database/theater-457.html,北海道札幌市南区澄川3条3丁目 米永ビル2F,北海道,60,2021-04-22,2026-07-31,,,unknown,,,,,,2026-07-31,official_not_found,,"施設名・住所・電話番号と近年の公演履歴を手掛かりに運営者・施設・自治体の公式サイトと公式PDFを探索したが、現行運営または閉館を確定できる一次情報を確認できなかった。二次掲載の60席・アクセスや公演履歴は公式欄へ転記していない"
177,LASENS-3310,listed,Cafe & Diner 「Offza」（オフザ）,https://lasens.com/database/theater-3310.html,東京都豊島区目白5丁目31番6号 アウルレジデンス目白2階,東京都,,2021-05-26,2026-07-31,https://rental-space88.com/,Rental Space 88,renamed,,80,https://rental-space88.com/,https://rental-space88.com/,https://rental-space88.com/,2026-07-31,verified_primary,,"旧Cafe&Diner Offzaの公式サイトと新公式サイトで同住所のRental Space 88への改称、2026年の予約状況、客席部分80平方メートル、料金・音出し20時まで・土日祝最低6時間等を確認。椅子80脚は収容定員と解釈せず客席数は空欄"
