price_id,candidate_id,space_id,charge_category,use_case,day_type,time_band,amount_jpy,tax_status,unit,basis,valid_from,observed_at,verification_status,source_url,exclusions,note
PRICE-724,CAND-172,rohm-main,setup_teardown,setup_teardown,weekend_holiday,09:00-22:00,331800,included,per_day,メインホール全席・土日祝・入場無料区分・全3区分準備練習,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,本番利用・付属設備・延長・人件費,運営者公式の現行HTML税込表を確認。準備練習の適用条件あり
PRICE-725,CAND-172,rohm-main,setup_teardown,setup_teardown,weekday,09:00-22:00,231300,included,per_day,メインホール全席・平日・入場無料区分・全3区分準備練習,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,本番利用・付属設備・延長・人件費,運営者公式の現行HTML税込表を確認。準備練習の適用条件あり
PRICE-726,CAND-172,rohm-main,network,all,all,per_day,11000,excluded,per_day,インターネット中継用専用光回線1回線,,2026-08-05,verified,https://rohmtheatrekyoto.jp/wp-content/uploads/rentalguide_web_20260301.pdf,施設基本料・撮影配信機材・要員・館内共用LAN/Wi-Fi,2026年3月版公式利用案内を確認。税抜、全館で2回線のみのため事前相談
PRICE-727,CAND-172,rohm-south,facility,performance,weekend_holiday,09:00-22:00,321500,included,per_day,サウスホール全席・土日祝・入場無料・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-728,CAND-172,rohm-south,facility,performance,weekend_holiday,09:00-22:00,428600,included,per_day,"サウスホール全席・土日祝・最高入場料3,000円以下・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-729,CAND-172,rohm-south,facility,performance,weekend_holiday,09:00-22:00,584500,included,per_day,"サウスホール全席・土日祝・最高入場料3,001円以上・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-730,CAND-172,rohm-south,facility,performance,weekday,09:00-22:00,224400,included,per_day,サウスホール全席・平日・入場無料・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-731,CAND-172,rohm-south,facility,performance,weekday,09:00-22:00,314100,included,per_day,"サウスホール全席・平日・最高入場料3,000円以下・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-732,CAND-172,rohm-south,facility,performance,weekday,09:00-22:00,392700,included,per_day,"サウスホール全席・平日・最高入場料3,001円以上・全3区分本番",2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-733,CAND-172,rohm-south,setup_teardown,setup_teardown,weekend_holiday,09:00-22:00,160700,included,per_day,サウスホール全席・土日祝・入場無料区分・全3区分準備練習,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,本番利用・付属設備・延長・人件費,運営者公式の現行HTML税込表を確認。準備練習の適用条件あり
PRICE-734,CAND-172,rohm-south,setup_teardown,setup_teardown,weekday,09:00-22:00,112200,included,per_day,サウスホール全席・平日・入場無料区分・全3区分準備練習,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,本番利用・付属設備・延長・人件費,運営者公式の現行HTML税込表を確認。準備練習の適用条件あり
PRICE-735,CAND-172,rohm-north,facility,performance,weekend_holiday,09:00-22:00,90200,included,per_day,ノースホール・土日祝・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-736,CAND-172,rohm-north,facility,performance,weekday,09:00-22:00,66100,included,per_day,ノースホール・平日・全3区分本番,2023-04-01,2026-08-05,verified,https://rohmtheatrekyoto.jp/rental/price/,付属設備・延長・人件費・物販手数料,運営者公式の現行HTML税込表を確認。ページ表示は2023年4月現在
PRICE-737,CAND-173,kyoto-concert-main,facility,performance,weekend_holiday,09:00-12:00,237160,included,per_session,大ホール・土日祝・入場料を徴収しない本番・午前,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-738,CAND-173,kyoto-concert-main,facility,performance,weekend_holiday,13:00-17:00,331890,included,per_session,大ホール・土日祝・入場料を徴収しない本番・午後,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-739,CAND-173,kyoto-concert-main,facility,performance,weekend_holiday,18:00-22:00,473630,included,per_session,大ホール・土日祝・入場料を徴収しない本番・夜間,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-740,CAND-173,kyoto-concert-main,facility,performance,weekday,09:00-12:00,179770,included,per_session,大ホール・平日・入場料を徴収しない本番・午前,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-741,CAND-173,kyoto-concert-main,facility,performance,weekday,13:00-17:00,252060,included,per_session,大ホール・平日・入場料を徴収しない本番・午後,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-742,CAND-173,kyoto-concert-main,facility,performance,weekday,18:00-22:00,359540,included,per_session,大ホール・平日・入場料を徴収しない本番・夜間,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-743,CAND-173,kyoto-concert-main,facility,performance,weekday,09:00-12:00,239690,included,per_session,"大ホール・平日・最高入場料2,001〜5,000円・本番・午前",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-744,CAND-173,kyoto-concert-main,facility,performance,weekday,13:00-17:00,336080,included,per_session,"大ホール・平日・最高入場料2,001〜5,000円・本番・午後",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-745,CAND-173,kyoto-concert-main,facility,performance,weekday,18:00-22:00,479390,included,per_session,"大ホール・平日・最高入場料2,001〜5,000円・本番・夜間",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-746,CAND-173,kyoto-concert-main,facility,performance,weekday,09:00-12:00,299610,included,per_session,"大ホール・平日・最高入場料5,001円以上・本番・午前",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-747,CAND-173,kyoto-concert-main,facility,performance,weekday,13:00-17:00,420090,included,per_session,"大ホール・平日・最高入場料5,001円以上・本番・午後",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-748,CAND-173,kyoto-concert-main,facility,performance,weekday,18:00-22:00,599230,included,per_session,"大ホール・平日・最高入場料5,001円以上・本番・夜間",,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,付属設備・延長・人件費,運営者公式の現行HTML税込表を確認
PRICE-749,CAND-173,kyoto-concert-main,network,all,all,per_day,12100,included,per_day,ライブ配信用1Gbps光回線,,2026-08-05,verified,https://www.kyotoconcerthall.org/price/,施設基本料・配信機材・通信機器・LANケーブル,"運営者公式の現行HTML税込表を確認。ベストエフォート型、3日以上連続は上限36,300円"
PRICE-750,CAND-120,kami-main,facility,amateur_sports_no_admission,all,08:30-12:00,12250,not_stated,per_session,メインアリーナ専用・入場料なし・アマチュアスポーツ・午前,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認
PRICE-751,CAND-120,kami-main,facility,amateur_sports_no_admission,all,13:00-17:00,18380,not_stated,per_session,メインアリーナ専用・入場料なし・アマチュアスポーツ・午後,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認
PRICE-752,CAND-120,kami-main,facility,amateur_sports_no_admission,all,08:30-17:00,30640,not_stated,per_day,メインアリーナ専用・入場料なし・アマチュアスポーツ・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認
PRICE-753,CAND-120,kami-main,facility,other_no_admission,all,08:30-12:00,91960,not_stated,per_session,メインアリーナ専用・入場料なし・アマチュアスポーツ以外・午前,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-754,CAND-120,kami-main,facility,other_no_admission,all,13:00-17:00,137940,not_stated,per_session,メインアリーナ専用・入場料なし・アマチュアスポーツ以外・午後,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-755,CAND-120,kami-main,facility,other_no_admission,all,08:30-17:00,229900,not_stated,per_day,メインアリーナ専用・入場料なし・アマチュアスポーツ以外・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-756,CAND-120,kami-main,facility,amateur_sports_paid_admission,all,08:30-17:00,153260,not_stated,per_day,メインアリーナ専用・入場料あり・アマチュアスポーツ・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認
PRICE-757,CAND-120,kami-main,facility,other_admission,all,08:30-12:00,183920,not_stated,per_session,メインアリーナ専用・入場料あり・アマチュアスポーツ以外・午前,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-758,CAND-120,kami-main,facility,other_admission,all,13:00-17:00,275880,not_stated,per_session,メインアリーナ専用・入場料あり・アマチュアスポーツ以外・午後,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-759,CAND-120,kami-main,facility,other_admission,all,08:30-17:00,459800,not_stated,per_day,メインアリーナ専用・入場料あり・アマチュアスポーツ以外・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房・観客席等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-760,CAND-120,kami-sub,facility,amateur_sports_no_admission,all,08:30-17:00,9610,not_stated,per_day,サブアリーナ専用・入場料なし・アマチュアスポーツ・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房等,指定管理者公式の2026年4月1日改定新料金を確認
PRICE-761,CAND-120,kami-sub,facility,other_no_admission,all,08:30-17:00,72240,not_stated,per_day,サブアリーナ専用・入場料なし・アマチュアスポーツ以外・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房等,指定管理者公式の2026年4月1日改定新料金を確認。非スポーツ専用と断定せずその他用途区分として記録
PRICE-762,CAND-120,kami-sub,facility,amateur_sports_paid_admission,all,08:30-17:00,48150,not_stated,per_day,サブアリーナ専用・入場料あり・アマチュアスポーツ・昼間,2026-04-01,2026-08-05,verified,https://www.hamayamakoen.jp/pdf/20260401_riyouryou.pdf,附属設備・時間外・冷暖房等,指定管理者公式の2026年4月1日改定新料金を確認
